Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Cargo_Risk,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Estimated_Loss
9345,Business,Unverified,Eldoret,948425,Furniture,389534.8842,1936.400451,High,Transporter_A,Nairobi-Kisumu,Namanga,At Customs,TRUE,100000,None,N/A,,1461.590542
1213,Business,Verified,Nairobi,936115,Vehicle,319598.966,4109.133707,Medium,Transporter_B,Mombasa-Nairobi,Malaba,In Transit,TRUE,50000,None,N/A,,-220.8004453
3911,Business,Verified,Nakuru,329014,Electronics,603028.4352,7066.613933,Medium,Transporter_C,Nairobi-Eldoret,Taveta,In Transit,TRUE,10000,Theft,Border,9/25/2024,49124.31958
5669,Business,Verified,Kisumu,118262,Furniture,867215.3805,6977.234721,Medium,Transporter_A,Mombasa-Nairobi,Namanga,In Transit,TRUE,0,None,N/A,,1450.313826
3839,Individual,Unverified,Nairobi,902947,Vehicle,375905.3393,1116.433625,High,Transporter_B,Nairobi-Eldoret,Taveta,Unknown,FALSE,10000,None,N/A,,-550.8618301
3294,Business,Verified,Nakuru,180456,Furniture,31048.67684,5677.861654,High,Transporter_C,Nairobi-Kisumu,Taveta,In Transit,FALSE,50000,Theft,Border,8/27/2024,70066.78611
3821,Business,Verified,Nairobi,903996,Electronics,980610.2648,3338.056127,Low,Transporter_B,Mombasa-Nairobi,Malaba,In Transit,FALSE,0,None,N/A,,14.10806957
9415,Business,Verified,Kisumu,341943,Electronics,47770.50472,747.126829,Low,Transporter_B,Nairobi-Eldoret,Busia,In Transit,FALSE,100000,Theft,Transit,12/20/2023,64095.79758
3979,Individual,Verified,Kisumu,738237,Machinery,861139.5651,7030.750962,High,Transporter_B,Mombasa-Nairobi,Taveta,At Customs,FALSE,10000,None,N/A,,143.1941881
2316,Business,Verified,Nakuru,163564,Machinery,583067.2381,5915.964378,High,Transporter_C,Mombasa-Nairobi,Busia,In Transit,TRUE,100000,Theft,Warehouse,5/9/2024,77936.62497
8984,Individual,Unverified,Nakuru,635646,Textiles,31863.4884,2537.636616,Medium,Transporter_A,Nairobi-Eldoret,Namanga,In Transit,FALSE,0,None,N/A,,-207.3803231
7996,Business,Verified,Nakuru,562661,Textiles,398070.3139,399.5832497,Medium,Transporter_C,Mombasa-Kampala,Malaba,Delivered,TRUE,0,None,N/A,,-858.3203099
1523,Business,Unverified,Nakuru,406435,Textiles,883448.7403,8301.9432,Low,Transporter_A,Nairobi-Eldoret,Taveta,At Customs,FALSE,50000,None,N/A,,4106.373537
4389,Individual,Verified,Nairobi,754459,Furniture,670568.9211,9617.923197,Medium,Transporter_C,Mombasa-Kampala,Taveta,In Transit,FALSE,10000,None,N/A,,1237.481918
5675,Business,Verified,Kisumu,198113,Electronics,627970.0851,4790.918135,Low,Transporter_C,Nairobi-Kisumu,Malaba,In Transit,TRUE,100000,Fraud,Border,8/7/2024,38364.21853
4642,Business,Verified,Nairobi,293666,Vehicle,699417.8875,7426.013876,Medium,Transporter_B,Nairobi-Kisumu,Busia,At Customs,TRUE,10000,None,N/A,,-3038.890672
1459,Business,Verified,Nakuru,136131,Textiles,412592.1099,367.9948748,High,Transporter_B,Mombasa-Nairobi,Busia,At Customs,FALSE,50000,Theft,Border,12/1/2023,90815.86853
7764,Business,Unverified,Nairobi,555636,Machinery,935013.645,8848.00379,High,Transporter_A,Mombasa-Nairobi,Busia,Unknown,FALSE,50000,None,N/A,,1512.658791
1537,Business,Unverified,Mombasa,485230,Textiles,183940.523,8466.350195,High,Transporter_C,Nairobi-Kisumu,Malaba,In Transit,TRUE,100000,Damage,Warehouse,10/15/2024,76501.51849
6741,Individual,Verified,Nairobi,673174,Vehicle,221065.3936,2314.309414,Medium,Transporter_A,Mombasa-Kampala,Taveta,At Customs,TRUE,10000,None,N/A,,-948.7181513
3693,Business,Verified,Eldoret,746133,Machinery,757558.8978,6917.689204,Low,Transporter_C,Nairobi-Kisumu,Taveta,Delivered,TRUE,50000,None,N/A,,-3390.391018
8035,Individual,Verified,Mombasa,909977,Textiles,668902.458,9681.84123,High,Transporter_B,Mombasa-Kampala,Taveta,At Customs,FALSE,50000,None,N/A,,181.8636661
2990,Business,Verified,Kisumu,205858,Machinery,117232.1127,4331.284391,Low,Transporter_C,Mombasa-Kampala,Malaba,At Customs,TRUE,50000,Fraud,Transit,9/8/2024,77186.28948
8935,Business,Verified,Nakuru,385218,Machinery,458009.2266,-213.0215862,High,Transporter_C,Nairobi-Kisumu,Busia,Unknown,FALSE,50000,Damage,Warehouse,12/29/2023,96241.96144
9264,Business,Unverified,Nakuru,936960,Vehicle,857882.0776,9285.632211,Medium,Transporter_C,Nairobi-Kisumu,Busia,In Transit,TRUE,10000,None,N/A,,-1055.00431
6238,Individual,Verified,Mombasa,975662,Machinery,430945.1504,979.341179,High,Transporter_A,Nairobi-Eldoret,Busia,In Transit,TRUE,100000,None,N/A,,-1108.411161
9643,Business,Verified,Kisumu,793371,Vehicle,340202.8299,3627.120183,Medium,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,FALSE,50000,Theft,Border,2/22/2024,-1521.843059
8465,Business,Verified,Nakuru,633671,Vehicle,358752.2357,7768.536503,Low,Transporter_B,Nairobi-Kisumu,Namanga,Delivered,FALSE,50000,Fraud,Border,12/16/2023,93522.68443
8121,Individual,Unverified,Nakuru,197143,Furniture,267424.2734,7891.185567,Low,Transporter_C,Mombasa-Nairobi,Namanga,In Transit,FALSE,50000,Fraud,Border,6/6/2024,79012.77146
8352,Individual,Verified,Eldoret,307267,Electronics,876724.4637,4070.623165,Low,Transporter_B,Nairobi-Eldoret,Taveta,In Transit,TRUE,10000,None,N/A,,10.64183736
1277,Business,Verified,Eldoret,777632,Furniture,851579.1633,9697.904744,High,Transporter_A,Mombasa-Kampala,Busia,Delivered,TRUE,10000,Damage,Border,6/2/2024,3007.720353
2134,Business,Unverified,Nakuru,241406,Vehicle,992559.728,9146.319253,High,Transporter_B,Mombasa-Nairobi,Taveta,At Customs,TRUE,100000,None,N/A,,-1698.114201
6919,Business,Unverified,Eldoret,748180,Machinery,116582.8068,3432.757697,High,Transporter_C,Nairobi-Eldoret,Namanga,At Customs,TRUE,10000,None,N/A,,-2165.615769
4850,Business,Verified,Eldoret,887557,Machinery,270977.2487,7123.131022,Medium,Transporter_C,Nairobi-Kisumu,Taveta,In Transit,TRUE,50000,None,N/A,,-1958.264669
8870,Business,Verified,Mombasa,555383,Electronics,173510.1848,8500.855432,High,Transporter_B,Mombasa-Nairobi,Namanga,In Transit,TRUE,10000,None,N/A,,-110.0895101
8312,Business,Verified,Kisumu,921145,Electronics,191557.5246,5850.979205,Medium,Transporter_C,Mombasa-Nairobi,Malaba,Delivered,TRUE,0,None,N/A,,-1512.142402
6454,Business,Verified,Nairobi,755423,Electronics,374253.4775,344.1692023,Medium,Transporter_A,Mombasa-Kampala,Busia,In Transit,FALSE,0,None,N/A,,-724.0335975
8237,Individual,Unverified,Mombasa,504562,Machinery,270939.718,8776.521176,Medium,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,TRUE,10000,Fraud,Border,9/2/2024,5076.576576
3841,Business,Verified,Eldoret,775918,Machinery,552944.84,3632.990014,High,Transporter_A,Mombasa-Kampala,Taveta,In Transit,TRUE,50000,Theft,Transit,9/10/2024,54588.30798
7305,Business,Verified,Nakuru,138441,Textiles,842560.425,3314.930162,Low,Transporter_A,Nairobi-Eldoret,Busia,In Transit,FALSE,10000,None,N/A,,-2832.26481
1289,Individual,Verified,Mombasa,447983,Vehicle,214218.7207,6372.433063,High,Transporter_B,Mombasa-Nairobi,Namanga,Unknown,TRUE,10000,None,N/A,,-1771.577819
3368,Business,Verified,Mombasa,681753,Electronics,473758.0341,5399.887436,High,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,TRUE,10000,Theft,Border,2/15/2024,33918.1882
8789,Business,Verified,Nakuru,785460,Vehicle,771895.1299,256.3036391,High,Transporter_C,Mombasa-Kampala,Malaba,In Transit,FALSE,50000,None,N/A,,-1510.438696
1052,Individual,Verified,Nairobi,972894,Electronics,237421.0061,6162.768251,Medium,Transporter_C,Mombasa-Nairobi,Taveta,In Transit,TRUE,100000,Theft,Transit,8/15/2024,74285.19246
6983,Individual,Verified,Mombasa,972568,Vehicle,489690.0738,5351.245649,High,Transporter_A,Nairobi-Eldoret,Taveta,In Transit,TRUE,100000,Theft,Transit,2/16/2024,48042.71131
1867,Business,Verified,Nairobi,596776,Furniture,392601.7022,3172.755593,Medium,Transporter_A,Mombasa-Nairobi,Busia,Delivered,TRUE,50000,Theft,Border,5/18/2024,19000.72476
8705,Business,Verified,Eldoret,214919,Textiles,564833.9132,3338.164338,High,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,TRUE,10000,Theft,Border,12/2/2023,96692.09799
9195,Individual,Verified,Kisumu,681177,Electronics,901525.0269,7353.725361,Medium,Transporter_C,Mombasa-Nairobi,Malaba,At Customs,TRUE,0,Fraud,Border,5/25/2024,60926.56854
7982,Business,Verified,Nakuru,795612,Textiles,556444.134,5726.676383,High,Transporter_C,Mombasa-Nairobi,Namanga,Delivered,TRUE,100000,None,N/A,,-1475.017327
9286,Business,Verified,Nakuru,814256,Textiles,630958.7357,8947.464669,Medium,Transporter_A,Mombasa-Nairobi,Taveta,Delivered,TRUE,0,Damage,Transit,12/12/2023,59943.59588
2809,Business,Verified,Eldoret,663672,Vehicle,592896.6795,9295.652848,High,Transporter_C,Nairobi-Eldoret,Busia,In Transit,TRUE,0,None,N/A,,745.4215627
8667,Business,Verified,Eldoret,777946,Electronics,729312.9507,3940.247539,High,Transporter_A,Nairobi-Kisumu,Malaba,In Transit,FALSE,10000,Theft,Border,7/9/2024,73091.35824
3240,Business,Unverified,Eldoret,294268,Furniture,630160.9753,8866.947017,Medium,Transporter_C,Mombasa-Nairobi,Namanga,In Transit,TRUE,10000,None,N/A,,1540.932461
7231,Business,Verified,Kisumu,609365,Textiles,694779.0565,3412.214731,High,Transporter_B,Nairobi-Kisumu,Malaba,In Transit,TRUE,10000,Damage,Transit,9/11/2024,65488.31562
9571,Individual,Verified,Nakuru,355604,Vehicle,639159.6084,3671.786917,High,Transporter_A,Nairobi-Kisumu,Taveta,At Customs,TRUE,50000,None,N/A,,-21.98569387
8622,Business,Verified,Kisumu,470603,Furniture,975934.1752,5812.620733,High,Transporter_C,Nairobi-Eldoret,Busia,Delivered,TRUE,50000,Fraud,Border,2/14/2024,68324.74334
2763,Business,Verified,Nairobi,760404,Vehicle,329411.9749,7705.040829,High,Transporter_A,Nairobi-Eldoret,Busia,Delivered,TRUE,50000,None,N/A,,896.298834
7265,Individual,Verified,Mombasa,288151,Vehicle,970326.8074,4615.897568,Low,Transporter_A,Mombasa-Kampala,Taveta,At Customs,TRUE,10000,None,N/A,,779.8657209
9947,Business,Verified,Nairobi,220717,Electronics,765929.115,6187.573358,Medium,Transporter_C,Nairobi-Eldoret,Namanga,At Customs,FALSE,100000,Theft,Warehouse,5/31/2024,-2286.494589
4195,Business,Verified,Eldoret,215498,Machinery,462738.4611,3265.838875,Medium,Transporter_B,Nairobi-Eldoret,Busia,At Customs,TRUE,100000,None,N/A,,878.8466256
8493,Individual,Verified,Eldoret,606087,Machinery,104625.1496,5953.013155,Low,Transporter_C,Nairobi-Kisumu,Busia,In Transit,TRUE,0,Theft,Warehouse,4/11/2024,25035.73601
6213,Business,Verified,Kisumu,355905,Machinery,643625.118,6465.370496,High,Transporter_A,Mombasa-Kampala,Malaba,In Transit,FALSE,10000,None,N/A,,-492.7491658
4062,Individual,Verified,Mombasa,209777,Electronics,321060.4963,9526.489517,Low,Transporter_A,Nairobi-Kisumu,Malaba,In Transit,TRUE,0,Fraud,Border,12/12/2023,45920.76896
6637,Business,Verified,Eldoret,171637,Machinery,50231.04667,2606.974583,High,Transporter_A,Nairobi-Eldoret,Malaba,In Transit,TRUE,0,Theft,Transit,11/3/2024,39534.10163
9259,Business,Verified,Nakuru,296058,Vehicle,966802.5201,3787.598959,High,Transporter_C,Mombasa-Nairobi,Namanga,In Transit,TRUE,10000,None,N/A,,-1640.223525
9924,Business,Verified,Nairobi,114017,Furniture,254612.4462,8654.562014,Medium,Transporter_A,Nairobi-Kisumu,Busia,In Transit,TRUE,50000,Fraud,Border,10/5/2024,55295.53953
4699,Business,Verified,Kisumu,284834,Electronics,136725.7998,4871.388865,Medium,Transporter_A,Mombasa-Kampala,Busia,At Customs,FALSE,100000,Fraud,Transit,1/20/2024,42087.87512
4792,Business,Verified,Eldoret,516729,Machinery,229027.1322,1663.991655,High,Transporter_A,Mombasa-Kampala,Namanga,In Transit,FALSE,10000,None,N/A,,1240.415439
1931,Business,Unverified,Mombasa,613426,Machinery,201712.503,1827.257073,High,Transporter_A,Nairobi-Eldoret,Namanga,In Transit,TRUE,10000,Theft,Border,7/7/2024,69635.05302
7609,Business,Verified,Nakuru,913532,Vehicle,710601.2637,9476.855031,Medium,Transporter_A,Mombasa-Kampala,Taveta,Delivered,TRUE,0,None,N/A,,718.9673824
3964,Business,Unverified,Kisumu,196931,Textiles,210540.4522,8181.561844,Medium,Transporter_A,Mombasa-Kampala,Busia,At Customs,FALSE,10000,Theft,Warehouse,12/28/2023,100322.6887
7295,Business,Verified,Nakuru,169098,Furniture,798698.8718,9150.724919,Medium,Transporter_B,Mombasa-Kampala,Taveta,At Customs,FALSE,10000,Theft,Transit,9/15/2024,76231.95496
1305,Business,Verified,Eldoret,618344,Furniture,946310.029,9312.164533,Low,Transporter_B,Nairobi-Eldoret,Busia,In Transit,TRUE,0,None,N/A,,-1006.931553
5741,Business,Verified,Nairobi,909547,Furniture,880777.6316,268.0744679,Medium,Transporter_C,Mombasa-Kampala,Malaba,Unknown,TRUE,100000,Theft,Border,2/16/2024,939.8070839
4676,Business,Unverified,Kisumu,362483,Vehicle,573777.0706,5855.840981,Low,Transporter_B,Nairobi-Kisumu,Malaba,At Customs,TRUE,0,Damage,Transit,4/6/2024,1529.507254
2460,Business,Unverified,Mombasa,356817,Furniture,927497.1154,6011.452993,High,Transporter_A,Mombasa-Kampala,Malaba,In Transit,FALSE,10000,Theft,Warehouse,7/26/2024,14603.37328
8151,Individual,Verified,Nairobi,688654,Furniture,675821.6501,854.5876348,Medium,Transporter_A,Mombasa-Kampala,Malaba,At Customs,TRUE,10000,None,N/A,,-1819.475695
6057,Business,Verified,Nakuru,917786,Electronics,779166.7818,6624.086108,Medium,Transporter_C,Mombasa-Nairobi,Malaba,Delivered,TRUE,50000,Theft,Transit,10/17/2024,30713.64788
4493,Business,Verified,Eldoret,677697,Machinery,690907.0202,6848.442213,Medium,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,TRUE,0,Theft,Border,1/29/2024,64163.79997
2771,Business,Verified,Nairobi,184984,Vehicle,280206.0921,4016.944302,Low,Transporter_B,Nairobi-Kisumu,Malaba,At Customs,TRUE,50000,Theft,Transit,10/1/2024,70644.19435
7251,Business,Verified,Nakuru,902078,Textiles,628860.1104,3073.758169,Medium,Transporter_C,Mombasa-Kampala,Malaba,At Customs,TRUE,10000,Damage,Warehouse,10/6/2024,58427.58021
3424,Individual,Verified,Mombasa,677858,Machinery,871698.1923,251.7976502,Medium,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,FALSE,100000,Theft,Border,5/15/2024,68229.10128
9135,Business,Verified,Kisumu,653306,Machinery,740855.3846,6822.149194,Medium,Transporter_C,Mombasa-Kampala,Busia,At Customs,TRUE,100000,Theft,Transit,1/7/2024,24173.69981
2960,Business,Verified,Nairobi,245639,Furniture,690672.7362,8692.57963,Medium,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,FALSE,50000,None,N/A,,963.2835714
4594,Business,Verified,Nakuru,445607,Vehicle,197862.7499,1483.118057,Medium,Transporter_A,Mombasa-Nairobi,Namanga,In Transit,FALSE,10000,None,N/A,,407.3727406
6346,Business,Unverified,Kisumu,191354,Machinery,429828.0112,4149.259737,Medium,Transporter_A,Nairobi-Kisumu,Taveta,In Transit,TRUE,50000,Theft,Border,10/19/2024,2310.479608
1635,Business,Verified,Nakuru,543838,Machinery,1014686.959,4580.476604,Low,Transporter_B,Mombasa-Nairobi,Malaba,Delivered,FALSE,50000,None,N/A,,2095.91947
9901,Business,Unverified,Nairobi,723412,Furniture,204576.7336,9643.649295,Medium,Transporter_B,Mombasa-Nairobi,Busia,Delivered,TRUE,10000,Theft,Transit,5/18/2024,74413.57134
4906,Business,Verified,Nairobi,179351,Vehicle,400899.6835,1468.173488,Medium,Transporter_A,Nairobi-Kisumu,Namanga,In Transit,TRUE,0,Theft,Border,10/21/2024,23603.91784
7033,Business,Verified,Nakuru,642331,Vehicle,824330.5963,8409.539466,High,Transporter_C,Mombasa-Nairobi,Namanga,At Customs,TRUE,0,None,N/A,,-803.2681478
6420,Business,Unverified,Nairobi,830433,Vehicle,600077.6401,4473.058103,High,Transporter_A,Nairobi-Eldoret,Malaba,In Transit,TRUE,0,Theft,Transit,6/27/2024,25076.72886
9385,Business,Verified,Nairobi,735856,Vehicle,331627.4608,7162.290384,High,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,FALSE,10000,Theft,Warehouse,12/7/2023,51543.99844
7115,Business,Verified,Nairobi,364029,Textiles,686924.6699,5810.969788,Low,Transporter_C,Mombasa-Kampala,Namanga,Unknown,TRUE,10000,None,N/A,,2858.549751
9844,Individual,Verified,Mombasa,410584,Textiles,977574.8495,9032.472605,Medium,Transporter_A,Nairobi-Eldoret,Busia,At Customs,FALSE,100000,Theft,Border,11/2/2024,8702.127646
7457,Business,Verified,Nakuru,679224,Vehicle,956016.7567,7406.122824,Medium,Transporter_B,Nairobi-Eldoret,Busia,In Transit,TRUE,100000,None,N/A,,-1133.054123
6429,Individual,Unverified,Kisumu,642086,Electronics,79945.27758,377.4558266,High,Transporter_B,Mombasa-Kampala,Namanga,At Customs,FALSE,0,Fraud,Border,9/15/2024,74364.67461
5195,Business,Verified,Eldoret,368602,Electronics,630426.2794,3634.363357,High,Transporter_C,Mombasa-Kampala,Busia,In Transit,FALSE,100000,Damage,Transit,5/17/2024,29097.98096
4769,Business,Verified,Kisumu,667381,Machinery,139973.1763,2485.518234,High,Transporter_B,Nairobi-Kisumu,Busia,At Customs,TRUE,0,Fraud,Warehouse,7/21/2024,85670.00916
4046,Business,Verified,Nakuru,313446,Furniture,118033.5991,7240.577799,Low,Transporter_C,Mombasa-Nairobi,Malaba,Unknown,TRUE,100000,Damage,Warehouse,11/7/2023,77798.15516
3687,Individual,Verified,Nakuru,155918,Machinery,347248.1953,4746.355251,Low,Transporter_B,Nairobi-Eldoret,Namanga,At Customs,TRUE,0,Damage,Warehouse,10/14/2024,99976.49705
9125,Business,Verified,Mombasa,543276,Machinery,897406.9167,2795.110771,High,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,FALSE,0,None,N/A,,673.3362019
3575,Individual,Verified,Nairobi,573863,Vehicle,247011.363,6383.246572,Medium,Transporter_B,Nairobi-Kisumu,Malaba,In Transit,TRUE,50000,Fraud,Warehouse,6/1/2024,49671.46351
5440,Business,Unverified,Nakuru,990158,Vehicle,523852.0702,8172.258117,High,Transporter_B,Nairobi-Kisumu,Namanga,Unknown,TRUE,10000,None,N/A,,-1759.916003
8479,Individual,Verified,Eldoret,438008,Machinery,37054.02549,8744.370327,Low,Transporter_C,Mombasa-Kampala,Namanga,In Transit,TRUE,100000,None,N/A,,3132.189615
9325,Individual,Verified,Kisumu,474151,Machinery,9810.52596,1042.036834,High,Transporter_B,Nairobi-Eldoret,Malaba,At Customs,TRUE,50000,None,N/A,,1060.737764
7318,Business,Verified,Nairobi,898461,Furniture,641571.3336,6125.248388,Low,Transporter_A,Mombasa-Nairobi,Malaba,In Transit,TRUE,10000,None,N/A,,43.19952181
1614,Business,Unverified,Mombasa,233018,Electronics,741032.0422,532.7318948,Medium,Transporter_A,Nairobi-Eldoret,Busia,In Transit,TRUE,50000,Theft,Warehouse,10/28/2024,19436.215
4922,Business,Verified,Eldoret,754932,Textiles,369620.3693,7639.125376,Low,Transporter_C,Nairobi-Eldoret,Taveta,In Transit,TRUE,0,None,N/A,,1933.388451
3190,Business,Verified,Eldoret,632374,Machinery,755630.9501,3057.919292,High,Transporter_B,Nairobi-Kisumu,Taveta,Delivered,TRUE,100000,Theft,Border,5/18/2024,20772.64984
3786,Business,Verified,Nakuru,674172,Machinery,458714.7041,1059.274848,High,Transporter_C,Mombasa-Nairobi,Busia,At Customs,TRUE,0,Theft,Transit,6/30/2024,14504.81307
3336,Business,Verified,Eldoret,625922,Machinery,393400.9764,6200.869042,Low,Transporter_C,Mombasa-Kampala,Taveta,Delivered,TRUE,100000,None,N/A,,-1543.543431
7806,Business,Verified,Eldoret,628044,Machinery,763845.6078,6813.408224,Low,Transporter_C,Nairobi-Eldoret,Busia,In Transit,TRUE,50000,Theft,Border,1/16/2024,57964.01036
4216,Business,Verified,Kisumu,624204,Textiles,123107.6881,8654.821081,High,Transporter_B,Nairobi-Eldoret,Busia,In Transit,FALSE,50000,Damage,Warehouse,7/25/2024,21411.57098
4178,Business,Verified,Mombasa,984963,Vehicle,241840.2217,1818.392199,High,Transporter_B,Mombasa-Nairobi,Namanga,Unknown,TRUE,10000,None,N/A,,3703.937785
9578,Individual,Verified,Mombasa,159179,Textiles,499763.0346,7948.13951,Low,Transporter_B,Mombasa-Nairobi,Taveta,Delivered,TRUE,10000,None,N/A,,-5309.378785
6311,Individual,Verified,Eldoret,206276,Textiles,507212.9444,9337.563638,Medium,Transporter_A,Mombasa-Nairobi,Taveta,At Customs,FALSE,50000,Fraud,Warehouse,11/13/2023,22491.19646
7239,Business,Verified,Nairobi,926083,Machinery,88579.58648,980.9411793,Low,Transporter_B,Mombasa-Kampala,Namanga,Delivered,TRUE,50000,None,N/A,,-52.23317492
5212,Business,Verified,Nakuru,852767,Machinery,651747.0772,1743.529653,High,Transporter_A,Nairobi-Eldoret,Busia,At Customs,TRUE,0,None,N/A,,-678.0226317
4987,Individual,Verified,Nairobi,959254,Textiles,417532.3735,2991.203383,High,Transporter_C,Mombasa-Nairobi,Busia,In Transit,TRUE,10000,None,N/A,,2564.662948
6275,Business,Unverified,Mombasa,983923,Furniture,573156.986,6449.346456,High,Transporter_B,Mombasa-Kampala,Taveta,At Customs,TRUE,10000,None,N/A,,-584.2086307
1830,Individual,Unverified,Kisumu,166918,Textiles,316138.7571,8122.933859,Low,Transporter_A,Nairobi-Kisumu,Malaba,At Customs,TRUE,50000,None,N/A,,2856.925154
8008,Individual,Verified,Mombasa,356653,Vehicle,945733.545,7995.600693,High,Transporter_A,Nairobi-Eldoret,Namanga,At Customs,TRUE,50000,Theft,Warehouse,8/18/2024,59542.68134
2969,Individual,Verified,Nakuru,299939,Electronics,693447.349,9222.30232,High,Transporter_C,Nairobi-Eldoret,Namanga,Unknown,TRUE,0,None,N/A,,-2897.816579
5654,Business,Verified,Nakuru,282922,Furniture,176049.7969,1731.448359,Medium,Transporter_A,Mombasa-Kampala,Taveta,In Transit,TRUE,50000,Theft,Warehouse,3/11/2024,30002.93771
5538,Individual,Verified,Mombasa,662726,Electronics,91776.19594,8222.789541,Medium,Transporter_B,Mombasa-Nairobi,Namanga,In Transit,TRUE,0,Theft,Border,8/19/2024,37314.61102
9445,Business,Verified,Kisumu,839783,Textiles,312755.6571,5975.883549,High,Transporter_B,Mombasa-Nairobi,Namanga,In Transit,TRUE,100000,Theft,Warehouse,1/4/2024,6705.284741
2846,Business,Unverified,Nakuru,583649,Machinery,233975.0339,4994.247016,Medium,Transporter_C,Mombasa-Kampala,Taveta,Delivered,TRUE,10000,Theft,Transit,12/14/2023,31495.09905
8658,Business,Verified,Eldoret,938952,Machinery,521111.4549,1191.650057,High,Transporter_B,Mombasa-Nairobi,Busia,In Transit,TRUE,0,Theft,Transit,1/23/2024,62550.49945
7845,Business,Verified,Kisumu,246031,Machinery,391610.3181,5323.156429,Medium,Transporter_B,Nairobi-Kisumu,Malaba,In Transit,TRUE,0,None,N/A,,664.9584297
7040,Business,Unverified,Nairobi,289933,Machinery,627643.1843,9233.105797,High,Transporter_B,Mombasa-Kampala,Malaba,Delivered,FALSE,100000,None,N/A,,2848.927453
8415,Business,Verified,Eldoret,779864,Furniture,661212.1396,4115.84017,Low,Transporter_A,Nairobi-Kisumu,Namanga,In Transit,TRUE,100000,None,N/A,,491.7444574
7541,Business,Verified,Nairobi,886228,Vehicle,982218.3634,6727.674828,Medium,Transporter_B,Mombasa-Nairobi,Namanga,Unknown,TRUE,50000,Theft,Transit,9/10/2024,86195.06187
2997,Business,Verified,Nakuru,700867,Machinery,470199.6274,6218.692448,Medium,Transporter_B,Nairobi-Kisumu,Busia,In Transit,TRUE,50000,None,N/A,,-1012.851012
4273,Individual,Verified,Nakuru,463895,Electronics,205831.608,1902.963133,High,Transporter_A,Mombasa-Kampala,Busia,In Transit,TRUE,10000,None,N/A,,-1253.013599
3230,Business,Unverified,Eldoret,176925,Machinery,496701.1172,9222.281766,Low,Transporter_A,Nairobi-Kisumu,Namanga,In Transit,TRUE,100000,Theft,Border,7/20/2024,78070.83215
3965,Business,Unverified,Nakuru,193962,Textiles,767157.4175,2637.550549,Low,Transporter_B,Nairobi-Eldoret,Namanga,Delivered,TRUE,0,None,N/A,,-884.9747093
8804,Business,Verified,Nairobi,212784,Machinery,33232.79185,3045.202215,High,Transporter_B,Mombasa-Nairobi,Busia,In Transit,FALSE,100000,Theft,Warehouse,12/3/2023,61134.71257
8023,Business,Unverified,Kisumu,164367,Textiles,180761.2185,1309.683116,High,Transporter_A,Nairobi-Eldoret,Malaba,In Transit,FALSE,10000,None,N/A,,302.270756
2191,Business,Verified,Mombasa,590341,Machinery,230528.8156,9955.582062,Low,Transporter_B,Nairobi-Eldoret,Busia,In Transit,TRUE,100000,None,N/A,,1691.519104
9556,Business,Verified,Eldoret,659190,Vehicle,470584.7977,3520.532233,Medium,Transporter_C,Mombasa-Kampala,Malaba,At Customs,TRUE,50000,None,N/A,,-1168.477281
9680,Business,Verified,Mombasa,487821,Furniture,564814.3567,3473.096847,Medium,Transporter_A,Mombasa-Nairobi,Busia,At Customs,TRUE,100000,Damage,Transit,7/14/2024,11976.93859
1163,Individual,Verified,Mombasa,461237,Machinery,209279.6719,2380.749854,Medium,Transporter_A,Nairobi-Eldoret,Malaba,At Customs,TRUE,50000,Theft,Border,4/4/2024,33735.64425
5361,Business,Verified,Nairobi,712654,Machinery,11528.39413,1698.555822,High,Transporter_B,Nairobi-Kisumu,Busia,At Customs,FALSE,100000,Theft,Border,8/29/2024,1693.66466
3711,Individual,Verified,Nairobi,391663,Vehicle,821989.4374,9297.406788,High,Transporter_A,Mombasa-Nairobi,Namanga,In Transit,TRUE,50000,Theft,Warehouse,6/16/2024,50095.90958
9591,Individual,Verified,Nairobi,594631,Textiles,93174.48516,1494.512333,High,Transporter_C,Mombasa-Nairobi,Taveta,In Transit,TRUE,10000,Damage,Warehouse,9/1/2024,17590.96533
5897,Business,Verified,Kisumu,764183,Vehicle,902828.4927,9736.283562,Medium,Transporter_A,Mombasa-Kampala,Taveta,At Customs,TRUE,0,None,N/A,,-110.6632764
1536,Individual,Unverified,Nairobi,350766,Machinery,163173.1006,6458.908894,Low,Transporter_C,Mombasa-Nairobi,Malaba,In Transit,TRUE,10000,None,N/A,,-1082.585846
8657,Business,Unverified,Nakuru,805983,Vehicle,930402.7214,948.986333,Low,Transporter_A,Nairobi-Kisumu,Busia,In Transit,TRUE,50000,None,N/A,,-3083.610915
